Tissue,Disease,Species,symbol,ID,Platform,Type,Expression,Target,Pathway,Method,Drug,Function,PMID,Title,Year
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,MMP1,4312,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,COL1A1,1277,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,MMP7,4316,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,POSTN,10631,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,COL3A1,1281,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,COMP,1311,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,LCN2,3934,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,IL6,3569,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,VEGFA,7422,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CDH5,1003,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,WNT3A,89780,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,ICAM1,3383,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,EDN1,1906,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CSF3,1440,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CAV1,857,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,HBEGF,1839,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"The 20 hub genes comprised 11 upregulated (IGF1, SPP1, PROM1, SOX2, MMP1, COL1A1, MMP7, POSTN, COL3A1, COMP, LCN2) and nine downregulated (IL6, VEGFA, CDH5, WNT3A, ICAM1, EDN1, CSF3, CAV1, HBEGF) genes.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CXCL14,9547,Gene,mRNA,up-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,DAPK2,23604,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,EMP2,2013,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,GPM6A,2823,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,STXBP6,29091,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,LRRC32,2615,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,ADRB1,153,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,SLC6A4,6532,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CCDC85A,114800,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,FOXF1,2294,Gene,mRNA,down-regulation,NA,NA,GO and KEGG enrichment analysis; GSVA; Hub gene analysis etc.,no,"We identified 13 miRNAs (miR-107, miR-125a-5p, miR-133b, miR-140-5p, miR-142-3p, miR-199a-3p, miR-199a-5p, miR-199b-5p, miR-28-5p, miR-324-5p, miR-34c-5p, miR-429, and miR-520b) and 13 mRNAs (WNT3A, CDH5, DAPK2, EMP2, GPM6A, STXBP6, VEGFA, LRRC32, ADRB1, SLC6A4, CCDC85A, FOXF1, and CXCL14). All miRNAs were upregulated except miR-520b. All genes for these mRNAs were downregulated except CXCL14.",34522168,Integrated analysis of the molecular mechanisms in idiopathic pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,ASS1,445,Gene,mRNA,down-regulation,NA,NA,qRT-PCR; Immunofluorescence; Flow Cytometry Assay etc.,no,"Compared to normal lung tissues, low ASS1 was detected in 73% (n =22/30) of ILD specimens (p < 0.0001). Likewise, a decline of ASS1 signal was found in the tissue sections from IPF patients, whereas more intense ASS1 staining was observed in normal lung tissues.",33508432,Therapeutic targeting of argininosuccinate synthase 1 (ASS1)-deficient pulmonary fibrosis,2021
lung,respiratory_distress_syndrome_acute,homo_sapiens,BCL2,596,Gene,mRNA,up-regulation,NA,NA,Western Blot; qRT-PCR etc.,no,"Western blotting and RT-qRT-PCR results showed that Bcl-2 expressions increased significantly after LPS stimulation in the LPS group as compared with the blank control group, and caspase-3 expressions decreased significantly.",34412758,Overexpression of mitofusion 2 inhibits acute respiratory distress syndrome pulmonary fibrosis and its mechanism,2021
lung,respiratory_distress_syndrome_acute,homo_sapiens,CASP3,836,Gene,mRNA,down-regulation,NA,NA,Western Blot; qRT-PCR etc.,no,"Western blotting and RT-qRT-PCR results showed that Bcl-2 expressions increased significantly after LPS stimulation in the LPS group as compared with the blank control group, and caspase-3 expressions decreased significantly.",34412758,Overexpression of mitofusion 2 inhibits acute respiratory distress syndrome pulmonary fibrosis and its mechanism,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,GREM2,64388,Gene,mRNA,up-regulation,NA,NA,Immunohistochemistry; Immunofluorescence; qRT-PCR etc.,no,Gremlin2 was highly expressed in the serum and lung tissues in IPF patients. Bleomycin-induced lung fibrosis model exhibited high expression of Gremlin2 in the bronchoalveolar lavage fluid (BALF) and lung tissue.,34422900,Gremlin2 Activates Fibroblasts to Promote Pulmonary Fibrosis Through the Bone Morphogenic Protein Pathway,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,SPP1,6696,Gene,mRNA,up-regulation,NA,NA,Histological Analysis; qRT-PCR etc.,no,"Osteopontin (OPN), a matricellular protein with proinflammatory and profibrotic properties, plays a major role in several fibrotic diseases, including IPF; OPN is highly upregulated in patients' lung samples.",34243624,Osteopontin silencing attenuates bleomycin-induced murine pulmonary fibrosis by regulating epithelial-mesenchymal transition,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,SOX9,6662,Gene,mRNA,up-regulation,NA,NA,Immunohistochemistry; Immunofluorescence; Western Blot etc.,no,"Furthermore, measurement of?SOX9?transcript levels revealed a significant increase in the total lung transcripts of?SOX9?in individuals with IPF compared with those in healthy controls.",34520400,Dysregulated overexpression of Sox9 induces fibroblast activation in pulmonary fibrosis,2021
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,EIF4EBP1,1978,Gene,mRNA,up-regulation,NA,mTOR pathway,Western Blot; qRT-PCR; Immunofluorescence etc.,yes,"The analysis showed that the transcript levels of genes in the mTOR pathway, including?EIF4EBP1, MAP1LC3A?and?RPS6,?were positively correlated with fibrotic lesions. Interestingly, the transcript levels of the autophagy gene?ATG5, which is negatively regulated by mTOR, were negatively correlated with IPF.",35159160,Niclosamide Ethanolamine Salt Alleviates Idiopathic Pulmonary Fibrosis by Modulating the PI3K-mTORC1 Pathway,2022
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,MAP1LC3A,84557,Gene,mRNA,up-regulation,NA,mTOR pathway,Western Blot; qRT-PCR; Immunofluorescence etc.,yes,"The analysis showed that the transcript levels of genes in the mTOR pathway, including?EIF4EBP1, MAP1LC3A?and?RPS6,?were positively correlated with fibrotic lesions. Interestingly, the transcript levels of the autophagy gene?ATG5, which is negatively regulated by mTOR, were negatively correlated with IPF.",35159160,Niclosamide Ethanolamine Salt Alleviates Idiopathic Pulmonary Fibrosis by Modulating the PI3K-mTORC1 Pathway,2022
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,RPS6,6194,Gene,mRNA,up-regulation,NA,mTOR pathway,Western Blot; qRT-PCR; Immunofluorescence etc.,yes,"The analysis showed that the transcript levels of genes in the mTOR pathway, including?EIF4EBP1, MAP1LC3A?and?RPS6,?were positively correlated with fibrotic lesions. Interestingly, the transcript levels of the autophagy gene?ATG5, which is negatively regulated by mTOR, were negatively correlated with IPF.",35159160,Niclosamide Ethanolamine Salt Alleviates Idiopathic Pulmonary Fibrosis by Modulating the PI3K-mTORC1 Pathway,2022
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,ATG5,9474,Gene,mRNA,down-regulation,NA,mTOR pathway,Western Blot; qRT-PCR; Immunofluorescence etc.,yes,"The analysis showed that the transcript levels of genes in the mTOR pathway, including?EIF4EBP1, MAP1LC3A?and?RPS6,?were positively correlated with fibrotic lesions. Interestingly, the transcript levels of the autophagy gene?ATG5, which is negatively regulated by mTOR, were negatively correlated with IPF.",35159160,Niclosamide Ethanolamine Salt Alleviates Idiopathic Pulmonary Fibrosis by Modulating the PI3K-mTORC1 Pathway,2022
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CHIT1,1118,Gene,mRNA,up-regulation,NA,NA,Chitotriosidase Assay; YKL-40 Assay etc.,yes,"This explorative study findings add further evidence that CHIT1 and YKL-40 are upregulated in patients with IPF, and suggest that longitudinally stable serum CHIT1 activity and YKL-40 concentration levels may potentially be associated with the antifibrotic treatment response.",35222369,Longitudinal and Comparative Measures of Serum Chitotriosidase and YKL-40 in Patients With Idiopathic Pulmonary Fibrosis,2022
lung,idiopathic_pulmonary_fibrosis,homo_sapiens,CHI3L1,1116,Gene,mRNA,up-regulation,NA,NA,Chitotriosidase Assay; YKL-40 Assay etc.,yes,"This explorative study findings add further evidence that CHIT1 and YKL-40 are upregulated in patients with IPF, and suggest that longitudinally stable serum CHIT1 activity and YKL-40 concentration levels may potentially be associated with the antifibrotic treatment response.",35222369,Longitudinal and Comparative Measures of Serum Chitotriosidase and YKL-40 in Patients With Idiopathic Pulmonary Fibrosis,2022
heart,myocardial_infarction,homo_sapiens,KLF5,688,Gene,mRNA,down-regulation,mir-27a,TGF-BETA SIGNALING PATHWAY,bioinformatic analyses;luciferase assays,no,KLF5 possibly induces cell and tissue damage in myocardial infarction through downregulation of miR-27a and the subsequent activation of GFPT2/TGF-beta/Smad2/3 axis.,33910455,Promoting roles of KLF5 in myocardial infarction in mice involving microRNA-27a suppression and the following GFPT2/TGF-beta/Smad2/3 axis activation,2021
heart,diabetic_cardiomyopathy,homo_sapiens,KLK8,11202,Gene,mRNA,up-regulation,NA,TGF-BETA SIGNALING PATHWAY,NA,no,"KLK8 overexpression led to plakoglobin-dependent association of p53 with hypoxia inducible factor (HIF)-1alpha, which further enhanced the transactivation effect of HIF-1alpha on the TGF-beta1 promoter. KLK8 also induced the binding of p53 with Smad3, subsequently promoting pro-EndMT reprogramming via the TGF-beta1/Smad signaling pathway in human coronary artery endothelial cells.",33754057,A novel role of kallikrein-related peptidase 8 in the pathogenesis of diabetic cardiac fibrosis,2021
heart,endomyocardial_fibrosis,homo_sapiens,E2F1,1869,Gene,mRNA,up-regulation,CCNE2,NA,luciferase report assay;immunoprecipitation,no,"E2F1 and its downstream target gene CCNE2 play a vital role in TGF-beta1-induced HCFs differentiation, thus E2F1 and CCNE2 may be a potential therapeutic target for cardiac fibrosis.",34521301,E2F transcription factor 1 (E2F1) promotes the transforming growth factor TGF-beta1 induced human cardiac fibroblasts differentiation through promoting the transcription of CCNE2 gene,2021
kidney,nephrolithiasis,homo_sapiens,CXCR4,7852,Gene,mRNA,up-regulation,NA,NF-KAPPA B SIGNALING PATHWAY,RNA sequencing;qRT-PCR;immunohistochemistry etc.,no,CXCR4 inhibition attenuates CaOx crystal deposition-induced renal fibrosis by suppressing autophagy and EMT through the NF-kB pathway.,35255299,CXCR4 inhibition attenuates calcium oxalate crystal deposition-induced renal fibrosis,2022
kidney,chronic_kidney_disease,homo_sapiens,LMCD1,2995,Gene,mRNA,up-regulation,NA,NA,NA,no,Inhibition of LMCD1 protects against renal interstitial fibrosis by impeding ERK activation.,34968577,Suppression of LMCD1 ameliorates renal fibrosis by blocking the activation of ERK pathway,2022
